=== ЭКСПОРТ ДКП | 10.06.2026 22:21:05 ===
Диапазон мест: с 1 по 1027
Всего игроков: 1027
========================================================================================================================

Ник: Joker不屈01 | Убийства T4: 12 977 487 | Убийства T5: 8 249 828 | Всего убийств (T4+T5): 21 227 315 | Смерти T4: 0 | Смерти T5: 518 003 | Всего смертей (T4+T5): 518 003 | Вылечено:  | ДКП: 310 311 520
Ник: 3MT f2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: AzRa eL V | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226870438 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: mèoYuri2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Governor219664265 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thống đốc215757005 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: farmSerdцe | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Sapphire farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 阴阳 Pedro F | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: VarsiSlave | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Muhammad996farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ᴰᴾparzifarm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Sinameki | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Lukapekka | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226837435 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Rindfleischetik | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 금똥이 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Auu7 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226872160 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thống đốc217892662 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: OKメFarmingLife | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Thống đốc217892660 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Governor227705783 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226843426 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Regno di BorgoV | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: oguzhanaln02 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Sivokho | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель208835136 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 阴阳 quaza fm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: farmRaise1 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: الحاكم208790877 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: escanorFARM5 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Muhammad96Farm2 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Hurfure9 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: lost coast | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: QZR Rakhym2014 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 义TC EFE义10 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель227918558 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Qiqi8810 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: U8kc | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: C15kc | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: SUigeneRIsss | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Governor227735303 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: escanorFARM6 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель227918798 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: jelemaan farm | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: 义TC EFE义11 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: ota メ f3 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель208800423 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226869134 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Ержант | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Gidfarm01 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Ayman farm6 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Salentris | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: U9kc | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Muhammad96Farm3 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Hussein Riad | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: marcof4 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226862451 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: master8454 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Governor225547306 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: OWB | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226869758 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: OSメCONQUEROR | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: C14kc | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: llllATEŞᴿˢ | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Gcgcc | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Правитель226862925 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: MhyrA | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Rôunders | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Rin rin xd | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
Ник: Governor208839655 | Убийства T4: 0 | Убийства T5: 0 | Всего убийств (T4+T5): 0 | Смерти T4: 0 | Смерти T5: 0 | Всего смертей (T4+T5): 0 | Вылечено:  | ДКП: 0
